HypernymID	Hypernym	HyponymID	Hyponym	EvidentalSentIDs
745	performance_measures	3519	achievable_throughput	au-1131#4:1
2676	maximum_likelihood_decoding	320	probability_of_error	au-1584#3:1
259	snr	1183	asymptotic_analysis	au-2054#3:1
905	low_power	30	sensor_networks	au-2759#2:1
992	goppa_codes	947	linear_block_codes	au-2894#17:1
636	outage	843	coding_gain	av-34#8:1
7953	reed_solomon	1504	mds_codes	av-539#0:1
744	communication_systems	5286	orthogonal_frequency_division_multiplexing	av-1940#11:1
744	communication_systems	8657	end_to_end_delay	av-1981#1:1
348	fading_channels	2291	outage_capacity	av-2261#5:1
1312	gold	340	binary_sequences	av-2604#1:1
143	nearest_neighbor	6	classifier	av-2769#2:1
254	block_codes	2793	hamming_codes	aw-42#2:1
1108	random_processes	7024	periodic_correlation	aw-175#1:1
315	sparse_coding	8961	k_means	aw-400#4:1
315	sparse_coding	4	clustering	aw-400#4:1
315	sparse_coding	1458	nonnegative_matrix_factorization	aw-400#4:1
2046	rsa	511	encryption	aw-863#3:1
3958	concatenated_coding	885	turbo_codes	aw-1231#10:1
1299	performance_metrics	3256	asymptotic_efficiency	aw-1326#3:1
1219	rate_distortion	10	lower_bound	aw-1622#6:1
189	cyclic_codes	7601	low_density_parity_check	aw-1762#1:1
254	block_codes	588	bch_codes	aw-2098#7:1
254	block_codes	7953	reed_solomon	aw-2098#7:1
2315	slotted_aloha	260	broadcast_channels	aw-2111#1:1
459	cellular_networks	3791	code_division_multiple_access	aw-2331#1:1
382	parity	2006	dual_code	aw-2501#2:1
189	cyclic_codes	7953	reed_solomon	aw-2624#6:1
4143	sphere_packing	2920	geometric_interpretation	aw-2864#12:1
776	probability_density	2869	shannon_entropy	ax-189#2:1
242	high_dimensional	5469	tomographic_imaging	ax-1472#1:1
947	linear_block_codes	189	cyclic_codes	ay-194#1:1
437	network_traffic	1814	internet_traffic	ay-346#1:1
2676	maximum_likelihood_decoding	101	minimum_distance	ay-467#2:1
2202	error_correcting_codes	7953	reed_solomon	ay-552#5:1
3229	video_processing	3667	predictive_coding	ay-590#3:1
142	linear_codes	1682	awgn_channel	ay-1127#9:1
1678	full_diversity	324	antennas	ay-1166#2:1
3663	algebraic_degree	238	higher_order	ay-1226#4:1
7015	subfield_subcodes	588	bch_codes	ay-1305#5:1
1612	computer_system	6903	cad_system	ay-1395#5:1
2544	interaction_techniques	7902	ray_casting	ay-2053#1:1
754	multiple_sources	41	news	ay-2372#1:1
4	clustering	4	clustering	ay-2453#7:1
1874	multimedia_applications	272	image_classification	ay-2467#1:1
840	machine_learning_algorithms	329	deep_learning	ay-2479#3:1
395	data_center	1513	multimedia_data	ay-2486#3:1
1299	performance_metrics	5892	queue_length_distribution	ay-2496#9:1
2706	compression_algorithms	64	wavelet	ay-2564#9:1
660	computer_graphics	306	tv	ay-2654#1:1
176	real_time	319	virtual_reality	az-651#1:1
3306	computer_vision_applications	110	object_recognition	az-841#1:1
2118	bag_of_words	51	large_scale	az-910#1:1
2118	bag_of_words	205	image_retrieval	az-910#1:1
54	computer_vision	110	object_recognition	az-961#3:1
54	computer_vision	376	3d_reconstruction	az-961#3:1
2753	admissible_heuristic	10	lower_bound	az-1018#5:1
1751	camera_parameters	1548	focal_length	az-1068#3:1
2710	extra_information	1419	vanishing_points	az-1090#6:1
1448	deformable_objects	998	human_faces	az-1181#1:1
7	sensor	6291	omnidirectional_camera	az-1553#2:1
12	inference	426	graph_cuts	az-1578#7:1
923	three_dimensional	1251	line_drawings	az-1758#0:1
4268	depth_cues	508	convexity	az-1933#1:1
724	human_motion	541	human_body	az-2181#5:1
651	face_images	1955	active_appearance_models	az-2290#2:1
1229	detection_algorithm	474	support_vector	ba-68#2:1
4426	efficient_similarity_search	1457	nearest_neighbor_search	ba-329#1:1
1128	hidden_variables	388	depth_maps	ba-703#5:1
6679	low_dimensional_space	5780	nearest_neighbor_classifier	ba-758#1:1
1252	dynamic_environments	778	object_tracking	ba-1027#7:1
375	general_purpose	627	world_wide_web	ba-1106#2:1
3306	computer_vision_applications	4363	interactive_image_segmentation	ba-1173#1:1
1952	weak_classifiers	143	nearest_neighbor	ba-1213#2:1
1349	complex_objects	998	human_faces	ba-1217#8:1
2	experimental_results	110	object_recognition	ba-1226#8:1
40	data_sets	1027	natural_scenes	ba-1565#5:1
24	bayesian	12	inference	ba-1624#1:1
2002	machine_vision	176	real_time	ba-1655#7:1
2002	machine_vision	110	object_recognition	ba-1655#7:1
33	verification	1088	ransac	ba-1729#2:1
233	image_features	878	object_boundaries	ba-2063#2:1
3306	computer_vision_applications	778	object_tracking	ba-2259#1:1
54	computer_vision	597	stereo_matching	bb-191#14:1
54	computer_vision	367	image_restoration	bb-191#14:1
1156	robust_estimation	1088	ransac	bb-474#4:1
2067	feature_descriptors	3585	sift_descriptors	bb-526#8:1
2067	feature_descriptors	2343	hog	bb-526#8:1
75	active_learning	3030	batch_mode	bb-579#3:1
3306	computer_vision_applications	272	image_classification	bb-807#1:1
2067	feature_descriptors	3671	shape_context	bb-987#3:1
1417	local_descriptors	598	image_patches	bb-1188#8:1
202	sparse_representation	1207	super_resolution	bb-1203#0:1
297	parameter_estimation	1	learning	bb-1728#7:1
4337	visual_analysis	5213	content_based_image_retrieval	bb-1860#1:1
4337	visual_analysis	3968	face_identification	bb-1860#1:1
1629	shape_descriptors	6189	heat_kernel	bb-2273#7:1
3207	low_bit_rate	3682	surf	bb-2307#8:1
515	optimization_techniques	421	gradient_descent	bb-2404#2:1
2067	feature_descriptors	1367	gaussians	bc-141#0:1
1295	articulated_objects	541	human_body	bc-682#7:1
2126	planar_surfaces	306	tv	bc-1883#1:1
590	deformable_models	3858	pictorial_structures	bc-2174#1:1
54	computer_vision	4394	autonomous_driving	bc-2181#1:1
46	regularization	532	total_variation	bc-2202#2:1
8	probability	887	video_frames	bd-0#3:1
1086	man	3505	urban_scenes	bd-206#1:1
283	shadow	40	data_sets	bd-563#6:1
4871	post_processing	161	dynamic_programming	bd-596#5:1
1098	interest_points	2372	scale_invariant	bd-665#3:1
384	real_datasets	363	benchmark_datasets	bd-674#10:1
2686	compression_scheme	4246	sign_language	bd-814#4:1
2686	compression_scheme	5	communication	bd-814#4:1
1761	feature_matching	376	3d_reconstruction	bd-1197#2:1
1761	feature_matching	110	object_recognition	bd-1197#2:1
54	computer_vision	655	motion_segmentation	bd-1208#3:1
9	optimization	1126	bundle_adjustment	bd-1275#6:1
1279	classification_tasks	333	action_recognition	bd-1700#1:1
5811	depth_cameras	2264	kinect	bd-1940#2:1
5811	depth_cameras	4811	time_of_flight	bd-1940#2:1
54	computer_vision	1759	shape_from_shading	bd-2172#1:1
699	random_forests	3628	low_computational_complexity	be-31#3:1
40	data_sets	2457	multispectral_images	be-454#2:1
430	visual_features	54	computer_vision	be-530#1:1
3306	computer_vision_applications	2124	stereo_correspondence	be-551#5:1
3306	computer_vision_applications	569	image_denoising	be-551#5:1
1036	recurrent_neural_networks	372	random_fields	be-645#0:1
1036	recurrent_neural_networks	1346	mean_field	be-645#5:1
1036	recurrent_neural_networks	670	approximate_inference	be-645#5:1
569	image_denoising	1977	median_filter	be-909#3:1
59	optimization_problem	2498	gamut_mapping	be-972#0:1
6175	image_processing_applications	675	edge_detection	be-985#8:1
6175	image_processing_applications	199	least_squares	be-985#8:1
258	laplacian	681	wavelet_coefficients	be-1015#5:1
258	laplacian	64	wavelet	be-1381#0:1
1985	spread_spectrum	1445	discrete_cosine_transform	be-1541#1:1
69	training_data	205	image_retrieval	be-1819#1:1
69	training_data	146	object_detection	be-1819#1:1
6175	image_processing_applications	146	object_detection	be-1931#1:1
744	communication_systems	13	wireless	be-1941#3:1
179	random_variables	681	wavelet_coefficients	bf-81#3:1
1543	preprocessing_step	16	proposed_method	bf-277#9:1
1609	packet_losses	4985	picture_quality	bf-332#3:1
192	image_processing	8619	color_image_denoising	bf-478#5:1
3582	packet_loss_rate	1238	video_quality	bf-774#2:1
143	nearest_neighbor	882	image_annotation	bf-1282#5:1
218	authentication	8323	image_projection	bf-1300#2:1
515	optimization_techniques	507	genetic_algorithm	bf-1649#6:1
515	optimization_techniques	4582	particle_swarm_optimization	bf-1649#6:1
6275	color_component	86	boosting	bf-1835#1:1
6275	color_component	1	learning	bf-1835#1:1
3085	geometric_transformation	27	translation	bf-1843#3:1
4993	multimedia_services	1077	video_streaming	bf-1847#1:1
5243	poisson_noise	4176	astronomy	bf-2010#12:1
306	tv	46	regularization	bg-152#18:1
49	geometry	47	topology	bg-157#1:1
7049	linear_inverse_problems	367	image_restoration	bg-161#4:1
17	semantics	332	codebook	bg-176#7:1
192	image_processing	675	edge_detection	bg-200#3:1
671	jpeg	4275	image_coder	bg-272#9:1
4180	scientific_applications	2033	medical_imaging	bg-336#2:1
11	retrieval	7618	fourier_descriptors	bg-339#4:1
515	optimization_techniques	346	spectral_clustering	bg-854#4:1
192	image_processing	475	augmented_reality	bg-894#1:1
192	image_processing	110	object_recognition	bg-894#1:1
2485	concept_drift	29	machine_learning	bg-1388#5:1
1	learning	2256	temporal_difference	bg-1647#7:1
1409	game_theory	480	nash_equilibrium	bh-99#9:1
515	optimization_techniques	1840	neural_nets	bh-834#5:1
351	belief_propagation	31	trees	bh-1070#4:1
20	map	4475	variable_elimination	bh-1484#2:1
237	web_services	789	social_networking	bh-1559#1:1
4283	stochastic_systems	191	robots	bh-1568#2:1
238	higher_order	6303	path_consistency	bh-1621#4:1
862	edge_weights	188	divergence	bh-1954#2:1
20	map	334	directed_graph	bh-2562#6:1
183	bayesian_networks	323	maximum_a_posteriori	bh-2737#1:1
5311	adaptive_control	2972	character_recognition	bh-2743#9:1
2189	ensemble_learning	86	boosting	bi-141#7:1
341	transmitters	476	access_points	bi-241#2:1
21	internet	3802	electronic_commerce	bi-652#1:1
1	learning	229	artificial_intelligence	bi-691#1:1
1	learning	1326	economics	bi-691#1:1
6377	graphical_representations	765	finite_state	bi-977#6:1
780	energy_minimization	2884	boltzmann_machines	bi-1110#1:1
1232	matrix_completion	3197	singular_value	bi-1348#1:1
1232	matrix_completion	316	thresholding	bi-1348#1:1
307	local_features	4448	part_of_speech	bi-1563#2:1
954	logic_programming	1931	answer_set_programming	bi-1596#1:1
3126	nonlinear_dimensionality_reduction	4350	locally_linear_embedding	bi-1675#1:1
8355	range_finders	1937	sonar	bi-2048#2:1
807	large_databases	205	image_retrieval	bi-2245#1:1
253	boolean_functions	382	parity	bi-2286#1:1
808	kernel_methods	378	manifolds	bi-2298#1:1
46	regularization	733	shrinkage	bi-2599#11:1
1128	hidden_variables	321	maximum_entropy	bj-70#3:1
1128	hidden_variables	705	markov_models	bj-70#3:1
1128	hidden_variables	230	conditional_random_fields	bj-70#3:1
745	performance_measures	8746	f_measure	bj-364#5:1
2071	horn_clauses	3840	deductive_databases	bj-771#11:1
2071	horn_clauses	954	logic_programming	bj-771#11:1
4576	cognitive_processes	12	inference	bj-1128#5:1
4576	cognitive_processes	27	translation	bj-1128#5:1
440	prolog	919	theorem_prover	bj-1175#2:1
840	machine_learning_algorithms	268	gaussian_process	bj-1644#8:1
2618	external_memory	5279	disk_storage	bj-1868#1:1
17	semantics	536	first_order	bj-2033#4:1
840	machine_learning_algorithms	63	support_vector_machines	bj-2298#1:1
1211	theorem_proving	796	formal_verification	bj-2412#1:1
1931	answer_set_programming	5334	event_calculus	bj-2672#0:1
22	information_retrieval	83	web_search	bj-2853#1:1
140	supervised_learning	5187	imitation_learning	bj-3075#3:1
191	robots	1720	path_planning	bk-10#2:1
4982	social_networking_sites	934	flickr	bk-97#2:1
1	learning	1918	parameter_learning	bk-868#1:1
224	natural_language_processing	661	word_sense_disambiguation	bk-871#2:1
224	natural_language_processing	1319	plan_recognition	bk-871#2:1
255	unsupervised_learning	1	learning	bk-1109#1:1
2264	kinect	7	sensor	bk-1457#6:1
1208	microblogging	107	twitter	bk-1792#1:1
1208	microblogging	7716	sina_weibo	bk-1792#1:1
164	graphical_models	2719	belief_networks	bk-1817#1:1
227	data_points	6	classifier	bk-1860#3:1
227	data_points	126	clustering_algorithm	bk-2397#4:1
69	training_data	2135	sensor_readings	bk-2490#3:1
719	background_knowledge	123	wikipedia	bk-2604#5:1
18	reasoning	2569	rule_based	bk-2617#2:1
2417	action_selection	7802	breadth_first_search	bl-141#5:1
2417	action_selection	4378	dijkstra	bl-141#5:1
1168	evaluation_metrics	8746	f_measure	bl-248#12:1
1417	local_descriptors	2343	hog	bl-572#1:1
2541	classical_planning	1279	classification_tasks	bl-578#8:1
3328	intelligent_systems	191	robots	bl-581#1:1
65	natural_language	170	source_code	bl-783#2:1
216	cost_function	1435	correlation_coefficient	bl-885#4:1
1459	white_noise	483	gaussian_processes	bl-981#3:1
352	pattern_recognition	530	speech_recognition	bl-1666#2:1
22	information_retrieval	813	visual_recognition	bl-1789#3:1
164	graphical_models	34	social_networks	bl-2009#1:1
164	graphical_models	5189	biological_networks	bl-2009#1:1
645	markov_decision_processes	5261	dialogue_systems	bl-2103#1:1
741	dynamical_systems	30	sensor_networks	bl-2223#1:1
5552	higher_order_statistics	238	higher_order	bl-2544#1:1
8937	higher_order_functions	1	learning	bl-2550#2:1
436	signal_processing	72	neural_network	bl-2563#2:1
2058	hidden_state	7804	kernel_feature_space	bl-2569#4:1
909	high_dimensional_data	102	face_recognition	bm-84#2:1
909	high_dimensional_data	205	image_retrieval	bm-84#2:1
2	experimental_results	51	large_scale	bm-102#9:1
1376	component_analysis	2822	kernel_pca	bm-685#4:1
1279	classification_tasks	241	text_classification	bm-707#7:1
1603	transition_probabilities	412	pagerank	bm-799#3:1
29	machine_learning	8904	multi_task_learning	bm-999#4:1
29	machine_learning	137	collaborative_filtering	bm-999#4:1
808	kernel_methods	46	regularization	bm-1042#2:1
46	regularization	1147	multiple_kernel_learning	bm-1097#2:1
6	classifier	48	feature_selection	bm-1164#2:1
6	classifier	488	naive_bayes	bm-1185#4:1
2035	linear_classifiers	517	logistic_regression	bm-1199#2:1
2035	linear_classifiers	86	boosting	bm-1199#2:1
2717	average_reward	816	long_term	bm-1261#1:1
6923	large_margin_classifiers	63	support_vector_machines	bm-1278#4:1
1266	dynamic_bayesian_networks	175	hidden_markov_models	bm-1306#4:1
1298	machine_learning_methods	8897	semi_supervised_learning	bm-1313#2:1
1298	machine_learning_methods	256	dimensionality_reduction	bm-1313#2:1
1298	machine_learning_methods	4	clustering	bm-1313#2:1
815	bioinformatics	8428	gene_expression_analysis	bm-1404#3:1
47	topology	31	trees	bm-1551#3:1
2	experimental_results	1	learning	bm-1602#12:1
2	experimental_results	125	topic_models	bm-1602#12:1
3972	base_learners	31	trees	bm-1662#3:1
97	probabilistic_model	24	bayesian	bm-1663#2:1
97	probabilistic_model	46	regularization	bm-1663#2:1
97	probabilistic_model	5742	model_averaging	bm-1663#2:1
8	probability	2188	cross_validation	bm-1737#3:1
1284	low_rank	1232	matrix_completion	bm-1781#2:1
1158	confidence_intervals	1672	statistical_significance	bm-1941#4:1
2632	data_mining_applications	423	text_categorization	bm-2039#1:1
2632	data_mining_applications	8428	gene_expression_analysis	bm-2039#1:1
909	high_dimensional_data	1513	multimedia_data	bm-2045#1:1
1999	lp_relaxation	4915	interior_point	bm-2058#6:1
1952	weak_classifiers	175	hidden_markov_models	bm-2153#9:1
22	information_retrieval	444	event_detection	bn-49#2:1
469	loss_function	3934	candidate_generation	bn-64#6:1
85	grammar	50	parsing	bn-160#8:1
4689	formal_languages	4689	formal_languages	bn-246#4:1
529	semantic_information	594	wordnet	bn-520#5:1
56	ontology	594	wordnet	bn-687#1:1
740	sentiment_analysis	8674	aspect_oriented	bn-1191#3:1
164	graphical_models	230	conditional_random_fields	bn-1537#3:1
1945	language_processing	5940	statistical_language_models	bn-1769#5:1
66	knowledge_base	3592	dbpedia	bn-2042#1:1
1921	natural_language_generation	530	speech_recognition	bn-2054#3:1
1921	natural_language_generation	247	machine_translation	bn-2054#3:1
1180	context_information	4135	discourse_structure	bn-2293#3:1
4971	handheld_devices	8185	personal_digital_assistants	bn-2836#1:1
